,Time (d),COD_meas_Pearson (gCOD/m3),COD_pred_Pearson (gCOD/m3)
606,499.8541667,54.729158426,54.76894
607,499.875,54.79732539899999,54.81254
608,499.89583330000005,54.88509056899999,54.877472
609,499.9166667,54.965355773000006,54.960266
610,499.9375,54.998612635,55.036022
611,499.95833330000005,54.97334407300001,55.06797
612,499.9791667,54.907826394000004,55.045383
613,500.0,54.824395474,54.985546
614,500.02083330000005,54.736976063,54.90947
615,500.0416667,54.652346116999986,54.83011
616,500.0625,54.574700821,54.753624
617,500.08333330000005,54.509038249,54.68372
618,500.1041667,54.463470778000016,54.624783
619,500.125,54.437332507,54.584053
620,500.14583330000005,54.418258835,54.560856
621,500.1666667,54.394906467,54.54387
622,500.1875,54.36446522999999,54.522713
623,500.20833330000005,54.32860633199999,54.494854
624,500.2291667,54.289517855,54.461815
625,500.25,54.251702875,54.425568
626,500.27083330000005,54.223329201999995,54.390186
627,500.2916667,54.205902918000014,54.363083
628,500.3125,54.190874648000005,54.345318
629,500.33333330000005,54.180656694,54.32849
630,500.3541667,54.20046656,54.313538
631,500.375,54.267462345999995,54.322456
632,500.39583330000005,54.37156252800001,54.37486
633,500.4166667,54.48792808700001,54.46778
634,500.4375,54.58745648000001,54.579605
635,500.45833330000005,54.656569511,54.68091
636,500.4791667,54.698274831999996,54.755165
637,500.5,54.716344805,54.80175
638,500.52083330000005,54.704797508999995,54.82328
639,500.5416667,54.668901722,54.81523
640,500.5625,54.632386333999996,54.78374
641,500.58333330000005,54.61425257199999,54.75147
642,500.6041667,54.618850689999995,54.736263
643,500.625,54.63872301499999,54.742233
644,500.64583330000005,54.658565362,54.762497
645,500.6666667,54.67224557000001,54.782833
646,500.6875,54.687015293,54.797066
647,500.70833330000005,54.715102837,54.811222
648,500.7291667,54.77097328300001,54.836327
649,500.75,54.859917333,54.885918
650,500.77083330000005,54.976661525000004,54.966232
651,500.7916667,55.106635428999994,55.074135
652,500.8125,55.22864608700001,55.196453
653,500.83333330000005,55.333627949000004,55.312656
654,500.8541667,55.428123125999996,55.413437
655,500.875,55.505633686,55.50452
656,500.89583330000005,55.535349106000005,55.57938
657,500.9166667,55.513122261,55.608467
658,500.9375,55.470522041,55.588158
