,Time (d),NH4_meas_AutoML (gN/m3),NH4_pred_AutoML (gN/m3)
2962,548.9375,14994.52391,14871.431
2963,548.9583332999998,14997.78514,14875.994
2964,548.9791667000002,15001.3484,14880.152
2965,549.0,15004.89367,14884.862
2966,549.0208332999998,15008.47615,14889.897
2967,549.0416667000002,15012.11601,14895.299
2968,549.0625,15015.77015,14900.683
2969,549.0833332999998,15019.19561,14905.606
2970,549.1041667000002,15023.01406,14909.89
2971,549.125,15026.68865,14914.402
2972,549.1458332999998,15030.34474,14918.818
2973,549.1666667000002,15033.638319999998,14923.254
2974,549.1875,15036.61994,14927.344
2975,549.2083332999998,15039.31574,14931.141
2976,549.2291667000002,15041.80145,14934.778
2977,549.25,15043.935269999998,14938.449
2978,549.2708332999998,15045.87022,14941.877
2979,549.2916667000002,15047.18327,14944.92
2980,549.3125,15048.27358,14946.8545
2981,549.3333332999998,15049.21426,14947.698
2982,549.3541667000002,15049.89432,14946.539
2983,549.375,15050.10043,14942.476
2984,549.3958332999998,15050.42719,14936.948
2985,549.4166667000002,15050.81256,14932.672
2986,549.4375,15051.2008,14930.528
2987,549.4583332999998,15051.41416,14930.546
2988,549.4791667000002,15051.52749,14931.814
2989,549.5,15051.56713,14933.471
2990,549.5208332999998,15051.44936,14934.836
2991,549.5416667000002,15051.13605,14935.491
2992,549.5625,15050.72103,14935.594
2993,549.5833332999998,15050.3177,14935.671
2994,549.6041667000002,15049.93216,14936.115
2995,549.625,15049.56151,14936.972
2996,549.6458332999998,15049.26095,14938.036
2997,549.6666667000002,15049.04586,14939.132
2998,549.6875,15048.98555,14940.046
2999,549.7083332999998,15049.17308,14940.651
3000,549.7291667000002,15049.90413,14940.745
3001,549.75,15050.90566,14940.32
3002,549.7708332999998,15052.05118,14939.43
3003,549.7916667000002,15052.75673,14938.68
3004,549.8125,15053.47388,14938.366
3005,549.8333332999998,15054.18547,14939.461
3006,549.8541667000002,15055.94998,14941.438
3007,549.875,15057.6463,14944.46
3008,549.8958332999998,15059.84176,14947.115
3009,549.9166667000002,15062.05147,14949.958
3010,549.9375,15064.29635,14952.763
3011,549.9583332999998,15067.14875,14955.762
3012,549.9791667000002,15070.46515,14959.418
3013,550.0,15073.90111,14963.436
3014,550.0208332999998,15077.31801,14967.505
3015,550.0416667000002,15082.24542,14971.643
3016,550.0625,15086.122119999998,14977.426
3017,550.0833332999998,15089.84948,14982.456
3018,550.1041667000002,15093.5697,14987.303
3019,550.125,15097.545,14991.866
3020,550.1458332999998,15101.2248,14996.451
3021,550.1666667000002,15105.18975,15000.73
3022,550.1875,15108.94259,15005.356
3023,550.2083332999998,15112.65705,15009.897
3024,550.2291667000002,15116.383419999998,15014.517
3025,550.25,15119.97938,15019.29
3026,550.2708332999998,15123.30087,15024.108
3027,550.2916667000002,15126.10371,15028.759
3028,550.3125,15128.47985,15032.578
3029,550.3333332999998,15130.5636,15035.026
3030,550.3541667000002,15132.1401,15035.082
3031,550.375,15133.86417,15031.975
3032,550.3958332999998,15135.4279,15028.4375
3033,550.4166667000002,15137.30321,15026.244
3034,550.4375,15138.99654,15026.228
3035,550.4583332999998,15140.502880000002,15027.6
3036,550.4791667000002,15141.8431,15029.588
3037,550.5,15143.02393,15031.468
3038,550.5208332999998,15143.90864,15032.994
3039,550.5416667000002,15144.50788,15034.135
3040,550.5625,15145.17557,15034.958
3041,550.5833332999998,15146.01101,15035.791
3042,550.6041667000002,15147.14256,15036.93
3043,550.625,15148.46864,15038.782
3044,550.6458332999998,15149.95647,15041.176
3045,550.6666667000002,15151.33759,15043.768
3046,550.6875,15152.83506,15046.138
3047,550.7083332999998,15154.472569999998,15048.398
3048,550.7291667000002,15155.70296,15049.986
3049,550.75,15156.69874,15049.768
3050,550.7708332999998,15157.76797,15048.514
3051,550.7916667000002,15159.19446,15047.547
3052,550.8125,15161.41537,15047.713
3053,550.8333332999998,15164.30464,15049.579
3054,550.8541667000002,15167.75147,15052.716
3055,550.875,15170.98805,15056.487
3056,550.8958332999998,15174.20251,15059.83
3057,550.9166667000002,15177.467519999998,15062.87
3058,550.9375,15181.02631,15065.888
3059,550.9583332999998,15185.10949,15069.378
3060,550.9791667000002,15188.66599,15073.655
3061,551.0,15192.27727,15077.68
3062,551.0208332999998,15196.19965,15081.909
3063,551.0416667000002,15200.16685,15086.549
3064,551.0625,15204.310780000002,15091.48
3065,551.0833332999998,15209.089080000002,15097.052
3066,551.1041667000002,15213.43404,15103.535
3067,551.125,15217.80256,15109.499
3068,551.1458332999998,15221.91949,15115.141
3069,551.1666667000002,15225.87858,15120.264
3070,551.1875,15229.79063,15125.143
3071,551.2083332999998,15233.3731,15130.016
3072,551.2291667000002,15236.66282,15134.576
3073,551.25,15239.60912,15138.74
3074,551.2708332999998,15242.4218,15142.805
3075,551.2916667000002,15245.227819999998,15147.547
3076,551.3125,15248.094180000002,15152.647
3077,551.3333332999998,15250.64856,15156.957
3078,551.3541667000002,15252.93891,15158.022
3079,551.375,15254.51863,15154.431
3080,551.3958332999998,15256.15181,15148.293
3081,551.4166667000002,15257.72448,15143.483
3082,551.4375,15259.31639,15141.209
3083,551.4583332999998,15260.818769999998,15141.688
3084,551.4791667000002,15262.08006,15143.68
3085,551.5,15262.95464,15145.48
