,Time (d),COD_meas_GA (gCOD/m3),COD_pred_GA (gCOD/m3)
106,493.9375,52.944820744999994,54.283665
107,494.0,53.16670813600001,54.337204
108,494.0625,53.33528083899999,54.60815
109,494.125,53.298674712,54.726673
110,494.1875,52.98074221000001,54.591656
111,494.25,52.27932933,54.076157
112,494.3125,51.55953110200001,53.099724
113,494.375,50.858106048,51.994923
114,494.4375,49.996923651,50.959988
115,494.5,48.61995292899999,50.02059
116,494.5625,47.115387401999996,48.776737
117,494.625,46.245376607,47.384388
118,494.6875,45.23374529500001,46.466236
119,494.75,44.274777043,45.468685
120,494.8125,43.906839176999995,44.619537
121,494.875,43.469247454000005,44.244354
122,494.9375,42.752408643,43.8363
123,495.0,41.944023059,43.27799
124,495.0625,41.068009553,42.592873
125,495.125,40.636373932,41.83388
126,495.1875,40.16547756,41.420223
127,495.25,39.469465638,40.91796
128,495.3125,38.906868707,40.31095
129,495.375,38.800481629000004,39.84994
130,495.4375,39.242931168,40.002346
